Rank	Query#	Scores	Document#	Snippet of text#	Valid ranks count
7	321	0.22	1111	some research on high speed flutter	971
8	321	0.2	391	flutter of rectangular simply supported panels at high supersonic speeds	971
9	321	0.19	753	development of a quasisteady approach to flutter and correlation with kernelfunction results	971
10	321	0.19	593	theoretical considerations of flutter at high mach number	971
*********************************************************************************
1	323	0.19	1185	an integral method for calculating heat and mass transfer in laminar boundary layers	760
2	323	0.16	365	the homogeneous boundary layer at an axisymmetric stagnation point with large rates of injection	760
3	323	0.16	84	experimental investigation of the downstream influence of stagnation point mass transfer	760
4	323	0.15	123	the downstream influence of mass transfer at the nose of a slender cone	760
5	323	0.15	525	on hypersonic viscous flow over an insulated flat plate with surface mass transfer	760
6	323	0.15	1241	the turbulent boundary layer on chemically active ablating surfaces	760
7	323	0.13	189	experimental investigation of base pressure on blunttrailingedge wings of supersonic velocities	760
8	323	0.13	204	a study of the application of airfoil section data to the estimation of the high subsonic speed characteristics of swept wings	760
9	323	0.12	1154	on the influence of wall boundary layers in closed transonic test sections	760
10	323	0.11	459	on the solution of the laminar boundary layer equations	760
*********************************************************************************
1	327	0.52	1291	atmosphere entries with spacecraft liftdrag ratios modulated to limit decelerations	1063
2	327	0.31	1344	atmospheric entries with vehicle liftdrag ratio modulated to limit deceleration and rate of deceleration vehicles with maximum liftdrag ratio of 0 5	1063
3	327	0.19	566	investigation of local heat transfer and pressure drag characteristics of a yawed circular cylinder at supersonic speeds	1063
4	327	0.15	1124	design of missile bodies for minimum drag at very high speeds thickness ratio lift and center of pressure given	1063
5	327	0.15	815	investigation of several blunt bodies to determine trans onic aerodynamic characteristics including effects of spinning and of extendible afterbody flaps and some measurements of unsteady base pressures	1063
6	327	0.14	708	aerodynamic characteristics of two winged reentry vehicles at supersonic and hypersonic speeds	1063
7	327	0.14	1256	fluctuating lift and drag acting on a cylinder in a flow at supercritical reynolds numbers	1063
8	327	0.14	163	an analysis of the corridor and guidance requirements for supercircular entry planetary atmospheres	1063
9	327	0.13	279	supersonic drag calculations for a cylindrical shell wing of semicircular cross section combined with a central body of revolution	1063
10	327	0.13	1217	application of inequality constraints to variational problems of lifting reentry	1063
*********************************************************************************
1	331	0.37	959	heat transfer in separated flows	991
2	331	0.32	798	interaction between shock waves and boundary layers with a note on the effects of the interaction of the performance of supersonic intakes	991
3	331	0.28	996	extension of boundary layer separation criteria to a m6 5 utilizing flat plates with forwardfacing steps	991
4	331	0.27	187	investigation of separated flows in supersonic and subsonic streams with emphasis on the effect of transition	991
5	331	0.25	1364	an experimental investigation of the interaction between shock waves and boundary layers	991
6	331	0.25	461	approximate methods fore predicting separation properties of laminar boundary layers	991
7	331	0.25	55	separation stability and other properties of compressible laminar boundary layer with pressure gradient and heat transfer	991
8	331	0.24	358	on the model of the free shock separation turbulent boundary layer	991
9	331	0.24	1383	on the theory of laminar boundary layer involving separation	991
10	331	0.23	1281	turbulent heat transfer on bluntnosed bodies in twodimensional and general threedimensional hypersonic flow	991
*********************************************************************************
1	332	0.58	1172	elastic stability of circular cylindrical shells stabilized by a soft elastic core	991
2	332	0.43	1171	the stability under axial compression and lateral pressure of circular cylindrical shells with a soft elastic core	991
3	332	0.39	1145	buckling of corestabilized cylinders under axisymmetric external loads	991
4	332	0.3	1126	an engineers conceptual approach to the buckling of cylindrical shell axial loading	991
5	332	0.24	1068	instability analysis of cylindrical shells under hydrostatic pressure	991
6	332	0.24	956	elastic stability of simply supported corrugated core sand wich cylinders	991
7	332	0.24	743	new developments in the nonlinear theories of the buckling of thin cylindrical shells	991
8	332	0.24	739	the buckling of thin cylindrical shells under axial compression	991
9	332	0.24	1128	face wrinkling and core strength in sandwich construction	991
10	332	0.23	887	buckling due to thermal stress of cylindrical shells subjected to axial temperature distributions	991
*********************************************************************************
1	333	0.43	739	the buckling of thin cylindrical shells under axial compression	768
2	333	0.39	897	some results on buckling and postbuckling of cylindrical shells	768
3	333	0.38	887	buckling due to thermal stress of cylindrical shells subjected to axial temperature distributions	768
4	333	0.37	740	the behaviour of a cylindrical shell under axial compression when the buckling load has been exceeded	768
5	333	0.37	743	new developments in the nonlinear theories of the buckling of thin cylindrical shells	768
6	333	0.34	1068	instability analysis of cylindrical shells under hydrostatic pressure	768
7	333	0.34	889	a simplified method of elastic stability analysis for thin cylindrical shells	768
8	333	0.33	890	comments on thermal buckling of clamped cylindrical shells	768
9	333	0.31	741	the behaviour of thin cylindrical shells after buckling under axial compression	768
10	333	0.31	886	thermal buckling of clamped cylindrical shells	768
*********************************************************************************
1	335	0.67	1178	buckling of ringstiffened cylinders under a pure bending moment and a nonuniform temperature distribution	851
2	335	0.58	888	combinations of temperature and axial compression required for buckling of a ringstiffened cylinder	851
3	335	0.47	1177	effects of rapid heating on strength of airframe components	851
4	335	0.46	1176	bending tests of ringstiffened circular cylinders	851
5	335	0.44	838	bending and compression tests of pressurised ringstiffened cylinders	851
6	335	0.39	1146	thermal buckling of cylinders	851
7	335	0.38	642	the buckling strength of a uniform circular cylinder loaded in axial compression	851
8	335	0.38	885	buckling of thin cylindrical shells under hoop stresses varying in axial direction	851
9	335	0.32	31	thermal buckling of supersonic wing panels	851
10	335	0.28	1133	a simple extension of southwells method for determining the elastic general instability pressure of ringstiffened cylinders subject to external hydrostatic pressure	851
